continent,country,gdpPercap_1952,gdpPercap_1957,gdpPercap_1962,gdpPercap_1967,gdpPercap_1972,gdpPercap_1977,gdpPercap_1982,gdpPercap_1987,gdpPercap_1992,gdpPercap_1997,gdpPercap_2002,gdpPercap_2007,lifeExp_1952,lifeExp_1957,lifeExp_1962,lifeExp_1967,lifeExp_1972,lifeExp_1977,lifeExp_1982,lifeExp_1987,lifeExp_1992,lifeExp_1997,lifeExp_2002,lifeExp_2007,pop_1952,pop_1957,pop_1962,pop_1967,pop_1972,pop_1977,pop_1982,pop_1987,pop_1992,pop_1997,pop_2002,pop_2007
Africa,Algeria,2449.008185,3013.976023,2550.81688,3246.991771,4182.663766,4910.4167560000005,5745.160213,5681.358539,5023.216647,4797.295051,5288.040382,6223.367465,43.077,45.685,48.303000000000004,51.407,54.518,58.013999999999996,61.368,65.79899999999999,67.744,69.152,70.994,72.301,9279525,10270856,11000948,12760499,14760787,17152804,20033753,23254956,26298373,29072015,31287142,33333216
Africa,Angola,3520.610273,3827.9404649999997,4269.276742,5522.776375,5473.288004999999,3008.647355,2756.953672,2430.208311,2627.8456850000002,2277.140884,2773.287312,4797.231267,30.015,31.999000000000002,34.0,35.985,37.928000000000004,39.483000000000004,39.942,39.906,40.647,40.963,41.003,42.731,4232095,4561361,4826015,5247469,5894858,6162675,7016384,7874230,8735988,9875024,10866106,12420476
Africa,Benin,1062.7522,959.6010805,949.4990641,1035.831411,1085.796879,1029.161251,1277.897616,1225.85601,1191.207681,1232.975292,1372.877931,1441.284873,38.223,40.358000000000004,42.618,44.885,47.013999999999996,49.19,50.903999999999996,52.336999999999996,53.919,54.777,54.406000000000006,56.728,1738315,1925173,2151895,2427334,2761407,3168267,3641603,4243788,4981671,6066080,7026113,8078314
Africa,Botswana,851.2411407,918.2325348999999,983.6539764,1214.709294,2263.6111140000003,3214.857818,4551.14215,6205.88385,7954.111645,8647.142313,11003.60508,12569.851770000001,47.622,49.618,51.52,53.298,56.023999999999994,59.318999999999996,61.483999999999995,63.622,62.745,52.556000000000004,46.63399999999999,50.728,442308,474639,512764,553541,619351,781472,970347,1151184,1342614,1536536,1630347,1639131
Africa,Burkina Faso,543.2552413,617.1834647999999,722.5120206,794.8265597,854.7359763000001,743.3870368,807.1985855,912.0631417000001,931.7527731,946.2949617999999,1037.645221,1217.032994,31.975,34.906,37.814,40.696999999999996,43.591,46.137,48.122,49.556999999999995,50.26,50.324,50.65,52.295,4469979,4713416,4919632,5127935,5433886,5889574,6634596,7586551,8878303,10352843,12251209,14326203
Africa,Burundi,339.29645869999996,379.56462810000005,355.2032273,412.97751360000007,464.0995039,556.1032651,559.6032309999999,621.8188188999999,631.6998778,463.1151478,446.4035126,430.07069160000003,39.031,40.533,42.045,43.548,44.056999999999995,45.91,47.471000000000004,48.211000000000006,44.736000000000004,45.326,47.36,49.58,2445618,2667518,2961915,3330989,3529983,3834415,4580410,5126023,5809236,6121610,7021078,8390505
Africa,Cameroon,1172.667655,1313.048099,1399.607441,1508.453148,1684.1465280000002,1783.432873,2367.983282,2602.664206,1793.1632780000002,1694.337469,1934.0114489999999,2042.0952399999999,38.523,40.428000000000004,42.643,44.799,47.049,49.355,52.961000000000006,54.985,54.31399999999999,52.199,49.856,50.43,5009067,5359923,5793633,6335506,7021028,7959865,9250831,10780667,12467171,14195809,15929988,17696293
Africa,Central African Republic,1071.310713,1190.844328,1193.068753,1136.056615,1070.013275,1109.374338,956.7529906999999,844.8763504000001,747.9055252,740.5063317,738.6906068,706.016537,35.463,37.464,39.475,41.478,43.457,46.775,48.295,50.485,49.396,46.066,43.308,44.74100000000001,1291695,1392284,1523478,1733638,1927260,2167533,2476971,2840009,3265124,3696513,4048013,4369038
Africa,Chad,1178.665927,1308.495577,1389.817618,1196.810565,1104.103987,1133.98495,797.9081006,952.3861289999999,1058.0643,1004.9613529999999,1156.18186,1704.0637239999999,38.092,39.881,41.716,43.601000000000006,45.568999999999996,47.383,49.516999999999996,51.051,51.724,51.573,50.525,50.651,2682462,2894855,3150417,3495967,3899068,4388260,4875118,5498955,6429417,7562011,8835739,10238807
Africa,Comoros,1102.990936,1211.1485480000001,1406.648278,1876.029643,1937.577675,1172.603047,1267.100083,1315.980812,1246.90737,1173.618235,1075.811558,986.1478792000001,40.715,42.46,44.467,46.472,48.943999999999996,50.93899999999999,52.933,54.926,57.93899999999999,60.66,62.974,65.152,153936,170928,191689,217378,250027,304739,348643,395114,454429,527982,614382,710960
Africa,Congo Dem. Rep.,780.5423257,905.8602302999999,896.3146335000001,861.5932424,904.8960685000001,795.757282,673.7478181,672.774812,457.7191807,312.188423,241.16587650000002,277.55185869999997,39.143,40.652,42.122,44.056000000000004,45.989,47.803999999999995,47.784,47.412,45.548,42.586999999999996,44.966,46.461999999999996,14100005,15577932,17486434,19941073,23007669,26480870,30646495,35481645,41672143,47798986,55379852,64606759
Africa,Congo Rep.,2125.621418,2315.056572,2464.783157,2677.9396420000003,3213.152683,3259.178978,4879.507522,4201.194936999999,4016.239529,3484.1643759999997,3484.06197,3632.557798,42.111000000000004,45.053000000000004,48.435,52.04,54.907,55.625,56.695,57.47,56.433,52.961999999999996,52.97,55.321999999999996,854885,940458,1047924,1179760,1340458,1536769,1774735,2064095,2409073,2800947,3328795,3800610
Africa,Cote d'Ivoire,1388.594732,1500.895925,1728.8694280000002,2052.0504730000002,2378.201111,2517.736547,2602.710169,2156.9560690000003,1648.073791,1786.265407,1648.800823,1544.750112,40.477,42.468999999999994,44.93,47.35,49.801,52.373999999999995,53.983000000000004,54.655,52.044,47.99100000000001,46.832,48.328,2977019,3300000,3832408,4744870,6071696,7459574,9025951,10761098,12772596,14625967,16252726,18013409
Africa,Djibouti,2669.529475,2864.9690760000003,3020.989263,3020.0505129999997,3694.2123520000005,3081.7610219999997,2879.4680670000002,2880.102568,2377.1561920000004,1895.016984,1908.2608670000002,2082.4815670000003,34.812,37.328,39.693000000000005,42.074,44.36600000000001,46.519,48.812,50.04,51.604,53.157,53.373000000000005,54.791000000000004,63149,71851,89898,127617,178848,228694,305991,311025,384156,417908,447416,496374
Africa,Egypt,1418.822445,1458.915272,1693.335853,1814.880728,2024.0081469999998,2785.493582,3503.729636,3885.4607100000003,3794.755195,4173.181797,4754.604414,5581.180998,41.893,44.443999999999996,46.992,49.293,51.137,53.318999999999996,56.006,59.797,63.674,67.217,69.806,71.33800000000001,22223309,25009741,28173309,31681188,34807417,38783863,45681811,52799062,59402198,66134291,73312559,80264543
Africa,Equatorial Guinea,375.6431231,426.0964081,582.8419713999999,915.5960025,672.4122571,958.5668124,927.8253427000001,966.8968149,1132.055034,2814.480755,7703.4959,12154.08975,34.482,35.983000000000004,37.485,38.986999999999995,40.516,42.023999999999994,43.662,45.663999999999994,47.545,48.245,49.348,51.57899999999999,216964,232922,249220,259864,277603,192675,285483,341244,387838,439971,495627,551201
Africa,Eritrea,328.94055710000004,344.16188589999996,380.99584330000005,468.7949699,514.3242081999999,505.7538077,524.8758493,521.1341333,582.8585102000001,913.4707900000001,765.3500015,641.3695236000001,35.928000000000004,38.047,40.158,42.18899999999999,44.141999999999996,44.535,43.89,46.453,49.99100000000001,53.378,55.24,58.04,1438760,1542611,1666618,1820319,2260187,2512642,2637297,2915959,3668440,4058319,4414865,4906585
Africa,Ethiopia,362.1462796,378.90416319999997,419.4564161,516.1186438,566.2439442000001,556.8083834,577.8607471,573.7413142000001,421.3534653,515.8894013,530.0535319,690.8055759,34.078,36.667,40.059,42.115,43.515,44.51,44.916000000000004,46.684,48.091,49.402,50.725,52.946999999999996,20860941,22815614,25145372,27860297,30770372,34617799,38111756,42999530,52088559,59861301,67946797,76511887
Africa,Gabon,4293.476475,4976.198099,6631.4592219999995,8358.761987,11401.948409999999,21745.57328,15113.36194,11864.408440000001,13522.157519999999,14722.841880000002,12521.71392,13206.48452,37.003,38.999,40.489000000000004,44.598,48.69,52.79,56.56399999999999,60.19,61.36600000000001,60.461000000000006,56.761,56.735,420702,434904,455661,489004,537977,706367,753874,880397,985739,1126189,1299304,1454867
Africa,Gambia,485.2306591,520.9267111,599.650276,734.7829124,756.0868363,884.7552507000001,835.8096107999999,611.6588611000001,665.6244126,653.7301704,660.5855997,752.7497265,30.0,32.065,33.896,35.857,38.308,41.842,45.58,49.265,52.644,55.861000000000004,58.041000000000004,59.448,284320,323150,374020,439593,517101,608274,715523,848406,1025384,1235767,1457766,1688359
Africa,Ghana,911.2989371,1043.5615369999998,1190.0411179999999,1125.69716,1178.223708,993.2239571,876.032569,847.0061135,925.0601539999999,1005.2458119999999,1111.9845779999998,1327.60891,43.148999999999994,44.778999999999996,46.452,48.071999999999996,49.875,51.756,53.744,55.729,57.501000000000005,58.556000000000004,58.453,60.022,5581001,6391288,7355248,8490213,9354120,10538093,11400338,14168101,16278738,18418288,20550751,22873338
Africa,Guinea,510.19649230000005,576.2670245,686.3736739,708.7595409,741.6662307,874.6858642999999,857.2503577,805.5724717999999,794.3484384,869.4497667999999,945.5835837000001,942.6542111,33.609,34.558,35.753,37.196999999999996,38.842,40.762,42.891000000000005,45.552,48.576,51.455,53.676,56.007,2664249,2876726,3140003,3451418,3811387,4227026,4710497,5650262,6990574,8048834,8807818,9947814
Africa,Guinea-Bissau,299.850319,431.7904566000001,522.0343725,715.5806402000001,820.2245876000001,764.7259627999999,838.1239671,736.4153921,745.5398706,796.6644681,575.7047176,579.2317429999999,32.5,33.489000000000004,34.488,35.492,36.486,37.465,39.327,41.245,43.266000000000005,44.873000000000005,45.504,46.388000000000005,580653,601095,627820,601287,625361,745228,825987,927524,1050938,1193708,1332459,1472041
Africa,Kenya,853.5409189999999,944.4383152,896.9663732,1056.736457,1222.359968,1267.613204,1348.225791,1361.936856,1341.9217210000002,1360.4850210000002,1287.514732,1463.249282,42.27,44.68600000000001,47.949,50.653999999999996,53.559,56.155,58.766000000000005,59.339,59.285,54.407,50.992,54.11,6464046,7454779,8678557,10191512,12044785,14500404,17661452,21198082,25020539,28263827,31386842,35610177
Africa,Lesotho,298.8462121,335.99711510000003,411.80062660000004,498.63902649999994,496.58159220000005,745.3695408,797.2631074,773.9932140999999,977.4862724999999,1186.147994,1275.184575,1569.331442,42.138000000000005,45.047,47.747,48.492,49.766999999999996,52.208,55.078,57.18,59.685,55.558,44.593,42.592,748747,813338,893143,996380,1116779,1251524,1411807,1599200,1803195,1982823,2046772,2012649
Africa,Liberia,575.5729961000001,620.9699901,634.1951625,713.6036482999999,803.0054535,640.3224382999999,572.1995694,506.1138573,636.6229191000001,609.1739508,531.4823679,414.5073415,38.48,39.486,40.501999999999995,41.536,42.614,43.763999999999996,44.852,46.027,40.802,42.221000000000004,43.753,45.678000000000004,863308,975950,1112796,1279406,1482628,1703617,1956875,2269414,1912974,2200725,2814651,3193942
Africa,Libya,2387.54806,3448.284395,6757.0308159999995,18772.75169,21011.497209999998,21951.21176,17364.275380000003,11770.5898,9640.138501000001,9467.446056,9534.677467,12057.49928,42.723,45.288999999999994,47.808,50.227,52.773,57.442,62.155,66.234,68.755,71.555,72.737,73.952,1019729,1201578,1441863,1759224,2183877,2721783,3344074,3799845,4364501,4759670,5368585,6036914
Africa,Madagascar,1443.011715,1589.20275,1643.38711,1634.047282,1748.562982,1544.228586,1302.878658,1155.4419480000001,1040.6761900000001,986.2958956,894.6370822,1044.770126,36.681,38.865,40.848,42.881,44.851000000000006,46.881,48.968999999999994,49.35,52.214,54.978,57.286,59.443000000000005,4762912,5181679,5703324,6334556,7082430,8007166,9171477,10568642,12210395,14165114,16473477,19167654
Africa,Malawi,369.1650802,416.36980639999996,427.90108560000004,495.5147806,584.6219709,663.2236766,632.8039209,635.5173633999999,563.2000145,692.2758102999999,665.4231186000001,759.3499101,36.256,37.207,38.41,39.486999999999995,41.766000000000005,43.766999999999996,45.641999999999996,47.457,49.42,47.495,45.00899999999999,48.303000000000004,2917802,3221238,3628608,4147252,4730997,5637246,6502825,7824747,10014249,10419991,11824495,13327079
Africa,Mali,452.3369807,490.3821867,496.17434280000003,545.0098873,581.3688761,686.3952693,618.0140640999999,684.1715576,739.014375,790.2579846,951.4097517999999,1042.581557,33.685,35.306999999999995,36.936,38.486999999999995,39.977,41.714,43.916000000000004,46.364,48.388000000000005,49.903,51.818000000000005,54.467,3838168,4241884,4690372,5212416,5828158,6491649,6998256,7634008,8416215,9384984,10580176,12031795
Africa,Mauritania,743.1159097,846.1202613,1055.8960359999999,1421.145193,1586.851781,1497.492223,1481.150189,1421.603576,1361.369784,1483.1361359999999,1579.0195429999999,1803.1514960000002,40.543,42.338,44.248000000000005,46.288999999999994,48.437,50.852,53.599,56.145,58.333,60.43,62.247,64.164,1022556,1076852,1146757,1230542,1332786,1456688,1622136,1841240,2119465,2444741,2828858,3270065
Africa,Mauritius,1967.955707,2034.037981,2529.0674870000003,2475.387562,2575.4841579999998,3710.9829630000004,3688.037739,4783.586903,6058.2538460000005,7425.705295000001,9021.815894,10956.99112,50.986000000000004,58.089,60.246,61.556999999999995,62.943999999999996,64.93,66.711,68.74,69.745,70.736,71.954,72.801,516556,609816,701016,789309,851334,913025,992040,1042663,1096202,1149818,1200206,1250882
Africa,Morocco,1688.20357,1642.002314,1566.353493,1711.04477,1930.194975,2370.619976,2702.620356,2755.046991,2948.047252,2982.101858,3258.495584,3820.17523,42.873000000000005,45.423,47.924,50.335,52.861999999999995,55.73,59.65,62.677,65.393,67.66,69.615,71.164,9939217,11406350,13056604,14770296,16660670,18396941,20198730,22987397,25798239,28529501,31167783,33757175
Africa,Mozambique,468.5260381,495.5868333000001,556.6863539,566.6691539,724.9178037,502.31973339999996,462.2114149,389.87618460000004,410.89682389999996,472.34607710000006,633.6179466,823.6856205,31.285999999999998,33.779,36.161,38.113,40.328,42.495,42.795,42.861000000000004,44.284,46.343999999999994,44.026,42.082,6446316,7038035,7788944,8680909,9809596,11127868,12587223,12891952,13160731,16603334,18473780,19951656
Africa,Namibia,2423.780443,2621.448058,3173.215595,3793.694753,3746.080948,3876.4859579999998,4191.100511,3693.7313369999997,3804.537999,3899.52426,4072.3247509999997,4811.060429,41.725,45.226000000000006,48.386,51.159,53.867,56.437,58.968,60.835,61.998999999999995,58.909,51.479,52.906000000000006,485831,548080,621392,706640,821782,977026,1099010,1278184,1554253,1774766,1972153,2055080
Africa,Niger,761.879376,835.5234025000001,997.7661127,1054.384891,954.2092363,808.8970727999999,909.7221354000001,668.3000228,581.182725,580.3052092,601.0745012,619.6768923999999,37.444,38.598,39.486999999999995,40.118,40.546,41.291000000000004,42.598,44.555,47.391000000000005,51.313,54.496,56.867,3379468,3692184,4076008,4534062,5060262,5682086,6437188,7332638,8392818,9666252,11140655,12894865
Africa,Nigeria,1077.281856,1100.5925630000002,1150.9274779999998,1014.5141039999999,1698.3888379999999,1981.9518059999998,1576.97375,1385.029563,1619.848217,1624.941275,1615.2863949999999,2013.9773050000001,36.324,37.802,39.36,41.04,42.821000000000005,44.513999999999996,45.826,46.886,47.472,47.464,46.608000000000004,46.858999999999995,33119096,37173340,41871351,47287752,53740085,62209173,73039376,81551520,93364244,106207839,119901274,135031164
Africa,Reunion,2718.885295,2769.451844,3173.72334,4021.1757390000002,5047.658563,4319.804067,5267.219353,5303.377488,6101.2558229999995,6071.941411,6316.1652,7670.122558,52.724,55.09,57.666000000000004,60.542,64.274,67.064,69.885,71.913,73.615,74.77199999999999,75.744,76.442,257700,308700,358900,414024,461633,492095,517810,562035,622191,684810,743981,798094
Africa,Rwanda,493.32387520000003,540.2893982999999,597.4730727000001,510.9637142,590.5806637999999,670.0806011,881.5706467,847.991217,737.0685949,589.9445051,785.6537647999999,863.0884639000001,40.0,41.5,43.0,44.1,44.6,45.0,46.218,44.02,23.599,36.086999999999996,43.413000000000004,46.242,2534927,2822082,3051242,3451079,3992121,4657072,5507565,6349365,7290203,7212583,7852401,8860588
Africa,Sao Tome and Principe,879.5835855,860.7369026,1071.551119,1384.840593,1532.985254,1737.561657,1890.2181170000001,1516.525457,1428.777814,1339.076036,1353.09239,1598.435089,46.471000000000004,48.945,51.893,54.425,56.48,58.55,60.351000000000006,61.728,62.742,63.306000000000004,64.337,65.528,60011,61325,65345,70787,76595,86796,98593,110812,125911,145608,170372,199579
Africa,Senegal,1450.356983,1567.653006,1654.988723,1612.404632,1597.712056,1561.769116,1518.479984,1441.72072,1367.899369,1392.368347,1519.635262,1712.4721359999999,37.278,39.329,41.45399999999999,43.563,45.815,48.879,52.379,55.769,58.196000000000005,60.187,61.6,63.062,2755589,3054547,3430243,3965841,4588696,5260855,6147783,7171347,8307920,9535314,10870037,12267493
Africa,Sierra Leone,879.7877358,1004.484437,1116.6398769999998,1206.043465,1353.759762,1348.285159,1465.010784,1294.4477880000002,1068.696278,574.6481576,699.4897129999999,862.5407561000001,30.331,31.57,32.766999999999996,34.113,35.4,36.788000000000004,38.445,40.006,38.333,39.897,41.012,42.568000000000005,2143249,2295678,2467895,2662190,2879013,3140897,3464522,3868905,4260884,4578212,5359092,6144562
Africa,Somalia,1135.749842,1258.1474130000001,1369.488336,1284.7331800000002,1254.576127,1450.9925130000001,1176.807031,1093.244963,926.9602964,930.5964284,882.0818218000001,926.1410683,32.978,34.977,36.981,38.977,40.973,41.974,42.955,44.501000000000005,39.658,43.795,45.93600000000001,48.159,2526994,2780415,3080153,3428839,3840161,4353666,5828892,6921858,6099799,6633514,7753310,9118773
Africa,South Africa,4725.295531000001,5487.104219,5768.729717,7114.477970999999,7765.962636,8028.651439,8568.266228,7825.823398,7225.0692579999995,7479.188244,7710.946444,9269.657808,45.00899999999999,47.985,49.951,51.927,53.696000000000005,55.527,58.161,60.833999999999996,61.888000000000005,60.236000000000004,53.365,49.339,14264935,16151549,18356657,20997321,23935810,27129932,31140029,35933379,39964159,42835005,44433622,43997828
